customer_id,customer_name,email,registration_date,customer_type,is_duplicate
131,Crystal Schroeder,ramireztracey@example.org,2025-03-23,REGULAR,False
132,Ashley Delacruz,alexistyler@example.org,2025-05-15,PREMIUM,False
133,Derek Martinez,vfox@example.org,2025-01-11,PREMIUM,False
134,Kayla Rodriguez,soniawilliams@example.net,2025-03-02,PREMIUM,False
135,Victor Brown,example.com,2025-01-14,VIP,False
136,Michael Henry,fjones@example.com,2025-06-05,PREMIUM,False
137,Donald Schultz,oscar98@example.com,2024-12-18,PREMIUM,False
138,Annette Miles,russellbeasley@example.com,2024-08-14,REGULAR,False
139,Jason Davis,qedwards@example.com,2026-06-19,REGULAR,False
140,Kara Davis,daviscolin@example.net,2024-09-20,PREMIUM,False
141,Anthony Frye,elizabeth65@example.net,2026-06-05,REGULAR,False
142,Thomas Williams,caroline51@example.net,2025-02-15,VIP,False
143,John Boone,megan51@example.com,2025-04-29,PREMIUM,False
144,Sarah Villegas,lynchdiane@example.net,2024-05-28,REGULAR,False
145,Michael Parker,michael22@example.net,2025-07-29,REGULAR,False
146,Patrick Bonilla,reesejason@example.com,2024-12-18,REGULAR,False
147,Eric Nguyen,wareeric@example.net,2023-10-02,PREMIUM,False
148,Jeremy Coleman,nperry@example.net,2023-12-11,REGULAR,False
149,Douglas Gregory,trose@example.org,2024-04-06,PREMIUM,False
150,Mrs. Christine Dougherty,kathrynroberts@example.org,2023-08-17,REGULAR,False
151,Casey James,vincentwhitaker@example.com,2023-10-26,REGULAR,False
152,Amanda Smith,atkinsbarbara@example.net,2024-10-25,REGULAR,False
153,Donna Sullivan,george97@example.net,2026-05-13,VIP,False
154,Ryan Sanchez,zwarren@example.com,2025-11-03,REGULAR,False
155,Richard Jones,schmidtjames@example.com,2024-08-27,PREMIUM,False
156,Maria Hernandez,thomasjames@example.net,2024-01-23,REGULAR,False
157,Angela Bean,kmarshall@example.net,2024-12-13,PREMIUM,False
158,Kristy Reid,michelle52@example.com,2023-10-22,PREMIUM,False
159,Eric Hill,bellcharles@example.com,2024-12-16,REGULAR,False
160,Ronald Jones,gilbertwilliam@example.com,2025-05-06,PREMIUM,False
161,Nancy Williams,marcalvarez@example.org,2026-06-23,REGULAR,False
162,Robert Monroe,wagnergerald@example.org,2025-09-22,VIP,False
163,Kelly Bishop MD,paul59@example.org,2025-12-20,REGULAR,False
164,Andrea Davis,umitchell@example.net,2026-06-30,PREMIUM,False
165,Brittany Miller,sabrinacollins@example.net,2025-09-12,REGULAR,False
166,Kurt Hurley,angelica52@example.net,2025-09-17,REGULAR,False
167,Yolanda Gaines,lucasrodney@example.com,2023-08-28,REGULAR,False
168,Trevor Peterson,ilee@example.org,2023-11-01,VIP,False
169,Ashley Wise,stanleynancy@example.net,2023-12-30,PREMIUM,False
170,Christopher Guerra,jenniferwilliams@example.com,2025-08-19,REGULAR,False
171,Jeremy Mitchell,pyoung@example.com,2026-07-02,REGULAR,False
172,Stephanie Lee,smurray@example.com,2025-02-10,REGULAR,False
173,Christopher Gonzalez,moniquewilliams@example.com,2026-03-24,REGULAR,False
174,Ashley Singleton,mitchellkathryn@example.com,2024-12-13,PREMIUM,False
175,Sandra Davis,lisawilkerson@example.org,2024-11-05,REGULAR,False
176,James Hughes,brooksanthony@example.org,2026-02-13,PREMIUM,False
177,Raven Taylor,samantha72@example.net,2025-01-04,REGULAR,False
178,Susan Smith,marydunn@example.net,2025-06-06,REGULAR,False
179,Ricardo Young,williamsrobert@example.net,2024-12-21,REGULAR,False
180,Taylor Carlson,chenbailey@example.net,2024-01-13,REGULAR,False
181,Lucas Allen,qlopez@example.org,2025-03-04,REGULAR,False
182,Troy Stephens,myerstheodore@example.net,2024-10-06,REGULAR,False
183,Paul Kelly,cooperjessica@example.net,2023-11-30,REGULAR,False
184,Nicole Anderson,amy27@example.net,2025-01-14,PREMIUM,False
185,Chad Baldwin,mjohnson@example.org,2025-12-23,VIP,False
186,Emily Collins,ihays@example.com,2024-05-12,REGULAR,False
187,Cheryl Kelly,glennmartin@example.org,2026-01-01,VIP,False
188,James Gonzales,lmorgan@example.com,2025-09-05,PREMIUM,False
189,Robert Adams,acostachristian@example.net,2026-08-03,REGULAR,False
190,Edward Garcia,donna47@example.net,2025-10-03,REGULAR,False
191,Jeremy West,christina64@example.net,2026-07-18,REGULAR,False
192,Angela Walsh,william20@example.org,2026-02-24,REGULAR,False
193,Jessica Martinez,kimberlydiaz@example.com,2026-06-14,PREMIUM,False
194,Christian Cole,nathan19@example.org,2025-03-11,PREMIUM,False
195,Matthew Wright,johnsonjacob@example.net,2024-10-06,REGULAR,False
196,Deborah Green,nlewis@example.com,2025-09-07,PREMIUM,False
197,Mrs. Brandy Jones MD,zosborn@example.net,2026-07-04,REGULAR,False
198,Miss Michelle Pierce,patricia22@example.com,2025-02-16,PREMIUM,False
199,Curtis Taylor,jjohnson@example.net,2024-09-16,REGULAR,False
200,Kristen Salazar,jonesraymond@example.net,2025-10-04,REGULAR,False
201,Patricia Morrow,martinezlogan@example.org,2024-12-14,VIP,False
202,Haley Humphrey,katrinaanderson@example.net,2026-05-03,PREMIUM,False
203,Caleb Hernandez,fernandodonovan@example.org,2024-08-22,PREMIUM,False
204,Stephanie Singleton,james84@example.org,2025-06-24,REGULAR,False
205,Anna Davidson,georgeweber@example.net,2024-08-13,REGULAR,False
206,Amanda Shields,williamsdarlene@example.net,2024-05-25,PREMIUM,False
207,Kenneth Montgomery,jimenezcourtney@example.com,2025-07-12,REGULAR,False
208,David Aguirre,eevans@example.net,2023-10-13,PREMIUM,False
209,John Harris,larryhiggins@example.net,2026-07-26,REGULAR,False
210,James Hodges,floressteven@example.com,2024-12-13,REGULAR,False
211,Anthony Dougherty,kwright@example.com,2026-05-28,REGULAR,False
212,Cheryl Moore,tjimenez@example.com,2023-09-03,REGULAR,False
213,Kathy Levy,brandywilliams@example.com,2025-02-01,PREMIUM,False
214,Martha Ruiz,booneryan@example.com,2025-10-14,PREMIUM,False
215,Holly Morales,michaelroberts@example.com,2025-02-11,REGULAR,False
216,Diana Hays,andersoncolin@example.com,2025-12-27,PREMIUM,False
217,Todd Fischer,carriemorales@example.org,2023-09-27,REGULAR,False
218,Gary Wells,ghernandez@example.org,2024-08-02,REGULAR,False
219,Carla Ewing,brittney88@example.net,2025-01-26,REGULAR,False
220,Karen Smith,emily69@example.com,2025-12-29,REGULAR,False
221,Melissa Johnson,pbaker@example.net,2025-05-03,PREMIUM,False
222,Lauren Jackson,rhernandez@example.org,2023-09-12,PREMIUM,False
223,Ashley Smith,robert63@example.com,2025-02-08,REGULAR,False
224,Kaitlyn Charles,thorntonapril@example.net,2024-07-30,REGULAR,False
225,Kelly Edwards,stevepatel@example.net,2024-08-31,PREMIUM,False
226,Michelle Schneider,chelsea33@example.com,2025-04-11,PREMIUM,False
227,William Evans,janet75@example.com,2024-08-25,REGULAR,False
228,Rebecca Hill,berryamy@example.com,2026-01-21,REGULAR,False
229,Regina Roberts,stephanie15@example.com,2025-07-27,REGULAR,False
230,Cindy Clayton,sarah42@example.org,2025-06-13,REGULAR,False
231,Dana Santiago,danawilliams@example.com,2024-08-05,PREMIUM,False
232,Michael Taylor,richarddonovan@example.com,2025-01-13,REGULAR,False
233,Victor Morris,velezchristopher@example.net,2024-04-19,REGULAR,False
234,Sarah Johnson,robertmonroe@example.org,2026-08-05,REGULAR,False
235,Jon Zuniga,nancy04@example.net,2025-05-30,REGULAR,False
236,Frances Gibson,ismall@example.net,2025-01-02,PREMIUM,False
237,Brian Martin,twong@example.org,2023-08-24,PREMIUM,False
238,Edward Craig,gregorychase@example.com,2026-01-31,REGULAR,False
239,Angie Caldwell,tinawoods@example.org,2023-08-16,REGULAR,False
240,Jeremy Adams,kevin90@example.com,2025-07-25,VIP,False
241,Amy Wilson,erik84@example.net,2023-12-15,REGULAR,False
242,Elizabeth Mendez,susanmendoza@example.com,2025-11-05,PREMIUM,False
243,Jennifer Dunn,ztodd@example.net,2026-01-29,PREMIUM,False
244,Melanie Larson,foxallison@example.com,2023-11-02,PREMIUM,False
245,Amy Kelley,ashleyhernandez@example.com,2026-03-02,REGULAR,False
246,Michael Love,gdavis@example.com,2026-01-11,REGULAR,False
247,Jose Bryant,hansenemily@example.com,2025-10-09,PREMIUM,False
248,Robert Reese,williamsmelvin@example.org,2025-03-24,PREMIUM,False
249,Steven Andersen,ajohnson@example.org,2025-11-28,VIP,False
250,Veronica Brewer,ybrooks@example.com,2026-03-19,VIP,False
251,Jaime Vega,desireebailey@example.org,2026-08-01,PREMIUM,False
252,Cameron Irwin,avilatiffany@example.com,2025-08-16,REGULAR,False
253,Kim Morrow,stevenmoore@example.org,2026-06-01,REGULAR,False
254,Ashley Pacheco,bmendez@example.org,2024-03-21,REGULAR,False
255,Andrew Harper,sanchezbradley@example.com,2024-04-21,REGULAR,False
256,Scott Brown,jim95@example.net,2025-05-25,REGULAR,False
257,Erica Turner,valerieboyd@example.com,2024-07-03,REGULAR,False
258,Travis Hobbs,conniesimmons@example.com,2023-09-29,REGULAR,False
259,Mason James,heather62@example.com,2024-09-24,REGULAR,False
260,Kara Atkinson,meredith27@example.org,2025-04-16,REGULAR,False
261,Kristin Anderson,jonathanrivera@example.org,2026-05-15,VIP,False
262,Anna Hardy,brettbennett@example.net,2025-05-30,REGULAR,False
263,Chelsea Gill,timothybooth@example.com,2024-07-06,PREMIUM,False
264,Christy Lee,burgesskaren@example.org,2025-09-09,REGULAR,False
265,Jennifer Allen,kimberly67@example.net,2025-07-19,REGULAR,False
266,Ian Andrade,ugarcia@example.com,2025-11-20,REGULAR,False
267,Dale Edwards,hartjeffrey@example.org,2023-08-26,REGULAR,False
268,Lauren Cortez,elijah53@example.com,2025-04-24,VIP,False
269,Juan Harding,jonathan77@example.com,2024-02-09,PREMIUM,False
270,Caroline Cortez,iwhite@example.net,2026-06-23,REGULAR,False
271,Sara Jones,duranrobert@example.net,2024-04-18,VIP,False
272,Alexa Wagner,bruce97@example.net,2025-01-24,VIP,False
273,Juan Smith,amanda40@example.net,2026-01-16,VIP,False
274,Renee Browning,hullalice@example.org,2024-03-06,REGULAR,False
275,Robin Adams,zmiller@example.com,2025-04-19,REGULAR,False
276,Courtney Sutton DVM,davisnicholas@example.net,2025-01-11,REGULAR,False
277,Michele Miller,vnewman@example.net,2026-07-15,PREMIUM,False
278,Stephanie Ellison,jasonparrish@example.net,2025-01-11,REGULAR,False
279,Benjamin Frost,whitemelissa@example.org,2026-06-27,REGULAR,False
280,Nicole Marquez,thickman@example.org,2025-04-18,REGULAR,False
281,Sarah Rhodes,patrick21@example.net,2025-11-03,REGULAR,False
282,Brent Hall,petersonkayla@example.net,2024-10-16,REGULAR,False
283,Alyssa Nelson,whenry@example.net,2026-06-05,REGULAR,False
284,Michael Guerrero,bartonkenneth@example.org,2025-09-28,REGULAR,False
285,Christian Dawson,jodistewart@example.org,2023-11-17,REGULAR,False
286,Jill Juarez,andersonjacob@example.com,2025-04-10,PREMIUM,False
287,Ashley Davis,carlsonkristen@example.com,2023-08-22,VIP,False
288,Richard Hardy,ashleyjackson@example.com,2024-02-10,REGULAR,False
289,Derrick Thomas,ryanfisher@example.com,2025-12-13,REGULAR,False
290,Tony Le,mwheeler@example.com,2023-12-04,REGULAR,False
291,Travis Cook,vbrock@example.com,2024-08-09,REGULAR,False
292,Shannon Mccann,kevinmorrison@example.net,2024-03-16,PREMIUM,False
293,Vincent Novak,jessica79@example.org,2024-07-31,PREMIUM,False
294,Richard Diaz,brittanygardner@example.net,2025-11-27,REGULAR,False
295,Nicholas Hahn,samuelcarter@example.net,2023-10-23,REGULAR,False
296,Rebecca Chambers,cynthiaallen@example.net,2024-01-24,REGULAR,False
297,James Cole,iaguilar@example.net,2026-05-17,REGULAR,False
298,Jennifer Johnson,jacqueline89@example.net,2026-05-07,REGULAR,False
299,David Ortega,deborahwilliams@example.net,2025-08-20,REGULAR,False
300,Paul Sheppard,grodriguez@example.com,2024-04-08,REGULAR,False
301,Kristin Watts,seanmyers@example.net,2025-05-15,REGULAR,False
302,Haley Johnson,phillipssamantha@example.org,2023-12-14,PREMIUM,False
303,Brenda Collins,hmueller@example.com,2024-08-24,REGULAR,False
304,Nathan Chavez,evanslisa@example.org,2023-09-02,REGULAR,False
305,Brian Marsh,zacharyarnold@example.com,2025-04-13,PREMIUM,False
306,Crystal Sullivan,jacobsandoval@example.com,2023-09-09,REGULAR,False
307,Christina Vargas,nsmith@example.org,2024-06-09,VIP,False
308,Rebecca Ray,michaelgonzalez@example.org,2024-05-22,REGULAR,False
309,Kelsey Fowler,lcarr@example.org,2024-08-24,REGULAR,False
310,Lisa Cervantes,samantha91@example.net,2024-01-02,PREMIUM,False
311,Eric White,williambarnes@example.org,2025-04-29,PREMIUM,False
312,John Medina,angelaburns@example.org,2024-03-01,PREMIUM,False
313,Lisa Glenn,washingtonjames@example.com,2026-06-30,PREMIUM,False
314,Kathleen Cohen,cmckinney@example.com,2024-02-08,REGULAR,False
315,Rebecca Walker,hillamanda@example.org,2025-12-11,REGULAR,False
316,Patricia Simpson,armstrongjoseph@example.net,2026-01-27,PREMIUM,False
317,Rodney Williams,bpayne@example.org,2025-10-23,REGULAR,False
318,Danielle Golden,colemichael@example.org,2024-12-02,PREMIUM,False
319,Patricia Young PhD,michelle96@example.org,2025-06-14,REGULAR,False
320,Robin Trujillo,amanda98@example.org,2024-07-28,REGULAR,False
321,Donna Adams,taylorkaren@example.com,2026-05-11,PREMIUM,False
322,Sharon Martinez DVM,dustinmorris@example.org,2025-11-20,REGULAR,False
323,Katherine Ray,example.com,2024-05-29,REGULAR,False
324,Jesse Schultz,powellkara@example.net,2026-05-31,REGULAR,False
325,Travis Murphy,meltonmelanie@example.org,2025-10-18,VIP,False
326,Matthew Howard,flynnraymond@example.com,2026-01-29,PREMIUM,False
327,Frank Campbell MD,ashleewashington@example.com,2026-04-14,REGULAR,False
328,Amber Sims,ksmith@example.com,2024-12-21,REGULAR,False
329,Jessica Forbes DVM,erik41@example.net,2024-09-07,REGULAR,False
330,Matthew Banks,sanderskevin@example.net,2025-11-13,VIP,False
331,Brandon Davis,thomasanderson@example.org,2025-02-28,PREMIUM,False
332,Adam Cooper,mcneilrobert@example.org,2025-01-13,PREMIUM,False
333,Brandon Shaffer,edwardsnicole@example.org,2024-10-01,REGULAR,False
334,Shelly May,caseyelliott@example.net,2025-07-21,REGULAR,False
335,Nathan Fuller,samanthajensen@example.com,2026-03-08,VIP,False
336,Brian Goodwin,bbell@example.com,2025-12-23,PREMIUM,False
337,Matthew Wright,kimberly04@example.org,2025-02-26,PREMIUM,False
338,Nicole Phillips,bowerslaura@example.org,2025-02-01,REGULAR,False
339,Jonathan Wheeler,hatfieldsarah@example.org,2024-10-05,PREMIUM,False
340,Jennifer Payne,kathrynbest@example.org,2023-08-27,REGULAR,False
341,Dennis Williams,fryraymond@example.com,2025-06-27,REGULAR,False
342,Jennifer Miles,davidsonamanda@example.org,2024-06-08,REGULAR,False
343,Jorge Harris,amandamyers@example.net,2025-11-22,REGULAR,False
344,Maria Collins,pblair@example.org,2024-05-02,PREMIUM,False
345,Audrey Salazar,parkerjudith@example.net,2024-02-17,PREMIUM,False
346,Chad Smith,hbenton@example.net,2025-12-14,PREMIUM,False
347,Carol Martinez,jessica10@example.com,2026-01-09,PREMIUM,False
348,Austin Joseph,crawfordwilliam@example.org,2025-02-06,REGULAR,False
349,Holly Scott,shannonemily@example.org,2024-04-15,PREMIUM,False
350,Amanda Roy,brandoncox@example.org,2024-02-21,PREMIUM,False
351,Amanda Pratt,pwalker@example.com,2026-05-08,REGULAR,False
352,Roger Duncan,shawrachel@example.org,2024-04-09,PREMIUM,False
353,Amber Morales,xcline@example.com,2024-08-01,REGULAR,False
354,Aimee Gonzalez,jodi37@example.com,2025-05-18,PREMIUM,False
355,Raymond Gonzalez DVM,edwardrandolph@example.org,2024-04-20,VIP,False
356,Ryan Wiley,aaron64@example.org,2024-03-20,REGULAR,False
357,Mrs. Tonya Kaufman,jenniferdavis@example.org,2026-04-18,REGULAR,False
358,Mercedes Watson,carpenterwilliam@example.net,2026-01-23,REGULAR,False
359,Keith Graham,joelgreen@example.com,2026-05-19,REGULAR,False
360,Ronnie Nguyen,enelson@example.org,2024-01-05,PREMIUM,False
361,Ashley Garcia,aowens@example.org,2025-03-18,VIP,False
362,Christine Parker,melissa12@example.net,2024-07-07,PREMIUM,False
363,Lindsey Lewis,eddie35@example.com,2025-02-21,REGULAR,False
364,Debbie Ewing,cranemelissa@example.net,2025-11-05,REGULAR,False
365,Joel Lara,davidbrown@example.org,2023-12-30,VIP,False
366,Jacqueline Mccoy,aguilarjonathan@example.org,2023-09-01,REGULAR,False
367,Steven Ramos,christopherboone@example.com,2023-12-21,REGULAR,False
368,Amber Glass,zunderwood@example.com,2023-09-10,REGULAR,False
369,Carrie Lewis,joshuagriffin@example.org,2023-09-15,PREMIUM,False
370,Danielle Phillips,eandrade@example.org,2023-11-13,REGULAR,False
371,Jason Day,crystalpham@example.org,2026-07-28,REGULAR,False
372,Heather Stephens,kcooper@example.net,2024-07-26,PREMIUM,False
373,Alexander Harper,huangkimberly@example.org,2026-01-11,REGULAR,False
374,Hunter Silva,terrigarcia@example.net,2024-04-29,REGULAR,False
375,Raven Mclaughlin,barbaramcgrath@example.com,2024-08-31,REGULAR,False
376,Sarah Thompson,linda59@example.org,2025-09-17,VIP,False
377,Keith Thomas,marycochran@example.com,2025-03-25,REGULAR,False
378,Andrew Brown,andrewwoods@example.com,2026-05-11,REGULAR,False
379,Carlos Love,brian29@example.net,2026-05-10,PREMIUM,False
380,Sarah Valencia,brookssheri@example.com,2025-05-12,PREMIUM,False
381,Frank Daugherty,fconner@example.net,2024-07-21,REGULAR,False
382,Kristina Preston,jeffrey92@example.com,2024-07-10,REGULAR,False
383,Bethany Daniel,xrosales@example.net,2023-09-13,REGULAR,False
384,Tammy Ponce,daniellegarcia@example.com,2024-01-10,PREMIUM,False
385,Cynthia Haas,daisymccarty@example.net,2025-08-12,REGULAR,False
386,Gabriela Smith,johnjones@example.com,2025-12-18,REGULAR,False
387,Amber Kim,acosta@example.com,2026-04-01,VIP,False
388,James Poole,franciscojones@example.org,2024-06-27,REGULAR,False
389,Trevor Jones,pamelamartin@example.org,2025-03-30,PREMIUM,False
390,Anna Wheeler,bbush@example.net,2024-02-05,PREMIUM,False
391,Brooke Garcia,terriortiz@example.net,2025-10-08,REGULAR,False
392,Deborah Campbell,codylong@example.net,2026-02-14,VIP,False
393,Isaac Patterson,madison97@example.org,2023-11-23,REGULAR,False
