user_id,transaction_date,region,city,product_category,sale_amount,store_id,price,age,subscription,status,raw_timestamp,email,username
MA-17560,10/19/2017,Central,Houston,Office Supplies,29.472,ST_77095,29.472,30,Premium,Inactive,2017-10-19 12:00:00,ma-17560@example.com,ma-17560
GH-14485,12/8/2016,Central,Richardson,Technology,1097.544,ST_75080,,39,Standard,Active,2016-12-08 12:00:00,gh-14485@example.com,gh-14485
GH-14485,12/8/2016,Central,Richardson,Furniture,190.92,ST_75080,190.92,48,Premium,Active,2016-12-08 12:00:00,gh-14485@example.com,gh-14485
SN-20710,12/27/2015,Central,Houston,Office Supplies,113.328,ST_77041,113.328,39,Premium,Active,2015-12-27 12:00:00,sn-20710@example.com,sn-20710
SN-20710,12/27/2015,Central,Houston,Furniture,532.3992,ST_77041,532.3992,54,Premium,Active,2015-12-27 12:00:00,sn-20710@example.com,sn-20710
SN-20710,12/27/2015,Central,Houston,Furniture,212.058,ST_77041,,64,Standard,Active,2015-12-27 12:00:00,sn-20710@example.com,sn-20710
SN-20710,12/27/2015,Central,Houston,Technology,371.168,ST_77041,371.168,44,Standard,Inactive,2015-12-27 12:00:00,sn-20710@example.com,sn-20710
LC-16930,9/10/2017,Central,Naperville,Technology,147.168,ST_60540,147.168,31,Premium,Active,2017-09-10 12:00:00,lc-16930@example.com,lc-16930
RA-19885,7/17/2016,West,Los Angeles,Office Supplies,77.88,ST_90049,77.88,64,Basic,Active,2016-07-17 12:00:00,ra-19885@example.com,ra-19885
ES-14080,9/19/2017,South,Melbourne,Office Supplies,95.616,ST_32935,95.616,22,Premium,Active,2017-09-19 12:00:00,es-14080@example.com,es-14080
ON-18715,3/11/2016,Central,Eagan,Technology,45.98,ST_55122,45.98,53,Standard,Active,2016-03-11 12:00:00,on-18715@example.com,on-18715
ON-18715,3/11/2016,Central,Eagan,Office Supplies,17.46,ST_55122,17.46,49,Premium,Active,2016-03-11 12:00:00,on-18715@example.com,on-18715
PO-18865,10/20/2014,Central,Westland,Office Supplies,211.96,ST_48185,211.96,51,Standard,Active,2014-10-20 12:00:00,po-18865@example.com,po-18865
LH-16900,6/20/2016,East,Dover,Technology,45.0,ST_19901,45.0,24,Standard,Active,2016-06-20 12:00:00,lh-16900@example.com,lh-16900
LH-16900,6/20/2016,East,Dover,Technology,21.8,ST_19901,21.8,59,Standard,Active,2016-06-20 12:00:00,lh-16900@example.com,lh-16900
DP-13000,4/18/2015,Central,New Albany,Office Supplies,38.22,ST_47150,38.22,27,Premium,Active,2015-04-18 12:00:00,dp-13000@example.com,dp-13000
DP-13000,4/18/2015,Central,New Albany,Office Supplies,75.18,ST_47150,75.18,34,Premium,Active,2015-04-18 12:00:00,dp-13000@example.com,dp-13000
DP-13000,4/18/2015,Central,New Albany,Furniture,6.16,ST_47150,6.16,47,Standard,Inactive,2015-04-18 12:00:00,dp-13000@example.com,dp-13000
DP-13000,4/18/2015,Central,New Albany,Furniture,89.99,ST_47150,89.99,38,Premium,Active,2015-04-18 12:00:00,dp-13000@example.com,
JM-15265,12/11/2016,East,New York City,Office Supplies,15.26,ST_10024,15.26,30,Standard,Inactive,2016-12-11 12:00:00,jm-15265@example.com,jm-15265
JM-15265,12/11/2016,East,New York City,Technology,1029.95,ST_10024,1029.95,18,Premium,Active,2016-12-11 12:00:00,jm-15265@example.com,jm-15265
TB-21055,6/17/2016,East,Troy,Office Supplies,208.56,ST_12180,208.56,18,Premium,Active,2016-06-17 12:00:00,tb-21055@example.com,tb-21055
TB-21055,6/17/2016,East,Troy,Office Supplies,32.4,ST_12180,32.4,64,Premium,Active,2016-06-17 12:00:00,tb-21055@example.com,tb-21055
TB-21055,6/17/2016,East,Troy,Furniture,319.41,ST_12180,319.41,50,Basic,Active,2016-06-17 12:00:00,tb-21055@example.com,tb-21055
TB-21055,6/17/2016,East,Troy,Office Supplies,14.56,ST_12180,14.56,55,Standard,Active,2016-06-17 12:00:00,tb-21055@example.com,tb-21055
TB-21055,6/17/2016,East,Troy,Technology,30.0,ST_12180,30.0,42,Standard,Active,2016-06-17 12:00:00,tb-21055@example.com,tb-21055
TB-21055,6/17/2016,East,Troy,Office Supplies,48.48,ST_12180,48.48,43,Premium,,2016-06-17 12:00:00,tb-21055@example.com,tb-21055
TB-21055,6/17/2016,East,Troy,Office Supplies,1.68,ST_12180,1.68,30,Standard,Active,2016-06-17 12:00:00,tb-21055@example.com,tb-21055
KM-16720,11/24/2015,West,Los Angeles,Technology,13.98,ST_90004,13.98,45,Standard,Active,2015-11-24 12:00:00,km-16720@example.com,km-16720
KM-16720,11/24/2015,West,Los Angeles,Office Supplies,25.824,ST_90004,25.824,50,Standard,Active,2015-11-24 12:00:00,km-16720@example.com,km-16720
KM-16720,11/24/2015,West,Los Angeles,Office Supplies,146.73,ST_90004,146.73,54,Premium,Inactive,2015-11-24 12:00:00,km-16720@example.com,km-16720
KM-16720,11/24/2015,West,Los Angeles,Furniture,79.76,ST_90004,79.76,58,Basic,Active,2015-11-24 12:00:00,km-16720@example.com,km-16720
PS-18970,4/30/2015,Central,Chicago,Furniture,213.115,ST_60610,213.115,47,Standard,Inactive,2015-04-30 12:00:00,ps-18970@example.com,ps-18970
BS-11590,12/5/2014,West,Gilbert,Office Supplies,1113.024,ST_85234,1113.024,25,Basic,Active,2014-12-05 12:00:00,bs-11590@example.com,bs-11590
BS-11590,12/5/2014,West,Gilbert,Technology,167.968,ST_85234,167.968,64,Premium,Active,2014-12-05 12:00:00,bs-11590@example.com,bs-11590
KD-16270,6/4/2016,South,Springfield,Office Supplies,75.88,ST_22153,75.88,18,Premium,,2016-06-04 12:00:00,kd-16270@example.com,kd-16270
HM-14980,9/18/2016,East,New York City,Office Supplies,4.616,ST_10009,4.616,29,Premium,Active,2016-09-18 12:00:00,hm-14980@example.com,hm-14980
TB-21520,9/14/2017,Central,Jackson,Office Supplies,19.05,ST_49201,19.05,22,Standard,Inactive,2017-09-14 12:00:00,tb-21520@example.com,tb-21520
JE-15745,4/26/2015,South,Memphis,Furniture,831.936,ST_38109,831.936,41,Standard,Active,2015-04-26 12:00:00,je-15745@example.com,je-15745
JE-15745,4/26/2015,South,Memphis,Furniture,97.04,ST_38109,97.04,23,Basic,Active,2015-04-26 12:00:00,je-15745@example.com,je-15745
JE-15745,4/26/2015,South,Memphis,Office Supplies,72.784,ST_38109,72.784,42,Basic,Inactive,2015-04-26 12:00:00,je-15745@example.com,je-15745
KB-16600,12/9/2017,Central,Houston,Office Supplies,1.248,ST_77041,1.248,18,Standard,Active,2017-12-09 12:00:00,kb-16600@example.com,kb-16600
KB-16600,12/9/2017,Central,Houston,Furniture,9.708,ST_77041,9.708,42,Standard,Active,2017-12-09 12:00:00,kb-16600@example.com,kb-16600
KB-16600,12/9/2017,Central,Houston,Office Supplies,27.24,ST_77041,27.24,18,Standard,Active,2017-12-09 12:00:00,kb-16600@example.com,kb-16600
JE-15745,11/26/2014,Central,Houston,Furniture,19.3,ST_77070,19.3,49,Standard,Active,2014-11-26 12:00:00,je-15745@example.com,je-15745
SC-20770,6/12/2016,South,Decatur,Office Supplies,208.16,ST_35601,208.16,59,Standard,Active,2016-06-12 12:00:00,sc-20770@example.com,sc-20770
SC-20770,6/12/2016,South,Decatur,Office Supplies,16.74,ST_35601,,59,Standard,Active,2016-06-12 12:00:00,sc-20770@example.com,sc-20770
DN-13690,10/12/2014,West,San Francisco,Office Supplies,14.9,ST_94122,14.9,20,Basic,Active,2014-10-12 12:00:00,dn-13690@example.com,dn-13690
DN-13690,10/12/2014,West,San Francisco,Office Supplies,21.39,ST_94122,21.39,36,Standard,Active,2014-10-12 12:00:00,dn-13690@example.com,dn-13690
JC-16105,9/3/2015,South,Durham,Office Supplies,200.984,ST_27707,200.984,60,Basic,Active,2015-09-03 12:00:00,jc-16105@example.com,jc-16105
CS-12400,11/13/2017,Central,Chicago,Office Supplies,230.376,ST_60623,230.376,46,Premium,Active,2017-11-13 12:00:00,cs-12400@example.com,cs-12400
PO-18865,5/28/2017,South,Columbia,Furniture,301.96,ST_29203,301.96,19,Standard,Active,2017-05-28 12:00:00,po-18865@example.com,po-18865
PG-18895,10/26/2017,Central,Rochester,Technology,19.99,ST_55901,19.99,26,Premium,Inactive,2017-10-26 12:00:00,pg-18895@example.com,pg-18895
PG-18895,10/26/2017,Central,Rochester,Office Supplies,6.16,ST_55901,6.16,34,Premium,,2017-10-26 12:00:00,pg-18895@example.com,pg-18895
GM-14455,4/5/2016,Central,Houston,Office Supplies,158.368,ST_77095,,63,Basic,Active,2016-04-05 12:00:00,gm-14455@example.com,gm-14455
JS-15685,9/17/2016,West,Los Angeles,Office Supplies,20.1,ST_90036,20.1,53,Basic,Active,2016-09-17 12:00:00,js-15685@example.com,js-15685
JS-15685,9/17/2016,West,Los Angeles,Technology,73.584,ST_90036,73.584,34,Standard,Active,2016-09-17 12:00:00,js-15685@example.com,js-15685
JS-15685,9/17/2016,West,Los Angeles,Office Supplies,6.48,ST_90036,6.48,29,Basic,Active,2016-09-17 12:00:00,js-15685@example.com,js-15685
KB-16315,1/31/2015,Central,Minneapolis,Office Supplies,12.96,ST_55407,,37,Premium,Active,2015-01-31 12:00:00,kb-16315@example.com,kb-16315
KB-16315,1/31/2015,Central,Minneapolis,Furniture,53.34,ST_55407,53.34,20,Premium,Active,2015-01-31 12:00:00,kb-16315@example.com,kb-16315
KB-16315,1/31/2015,Central,Minneapolis,Office Supplies,32.96,ST_55407,32.96,60,Standard,Active,2015-01-31 12:00:00,kb-16315@example.com,kb-16315
RB-19705,11/6/2017,West,Portland,Office Supplies,5.682,ST_97206,5.682,21,Basic,Active,2017-11-06 12:00:00,rb-19705@example.com,rb-19705
PN-18775,11/9/2017,East,New York City,Furniture,96.53,ST_10009,,34,Premium,Active,2017-11-09 12:00:00,pn-18775@example.com,pn-18775
KD-16345,6/17/2017,West,San Francisco,Office Supplies,51.312,ST_94122,51.312,54,Basic,,2017-06-17 12:00:00,kd-16345@example.com,kd-16345
ER-13855,9/6/2016,Central,Saint Paul,Office Supplies,77.88,ST_55106,77.88,63,Standard,Active,2016-09-06 12:00:00,er-13855@example.com,er-13855
RB-19465,8/29/2016,Central,Chicago,Office Supplies,64.624,ST_60610,64.624,59,Basic,Active,2016-08-29 12:00:00,rb-19465@example.com,rb-19465
RB-19465,8/29/2016,Central,Chicago,Technology,95.976,ST_60610,95.976,32,Standard,Active,2016-08-29 12:00:00,rb-19465@example.com,rb-19465
RB-19465,8/29/2016,Central,Chicago,Office Supplies,1.788,ST_60610,1.788,50,Standard,Active,2016-08-29 12:00:00,rb-19465@example.com,rb-19465
GZ-14470,12/1/2016,Central,Rochester,Office Supplies,23.92,ST_55901,23.92,33,Standard,Active,2016-12-01 12:00:00,gz-14470@example.com,gz-14470
LC-16870,11/13/2015,West,Aurora,Technology,238.896,ST_80013,238.896,28,Standard,,2015-11-13 12:00:00,lc-16870@example.com,lc-16870
LC-16870,11/13/2015,West,Aurora,Furniture,102.36,ST_80013,102.36,37,Premium,Active,2015-11-13 12:00:00,lc-16870@example.com,lc-16870
LC-16870,11/13/2015,West,Aurora,Office Supplies,36.882,ST_80013,36.882,55,Basic,Active,2015-11-13 12:00:00,lc-16870@example.com,lc-16870
JM-15250,11/23/2017,South,Charlotte,Technology,74.112,ST_28205,,41,Basic,Active,2017-11-23 12:00:00,jm-15250@example.com,jm-15250
JM-15250,11/23/2017,South,Charlotte,Technology,27.992,ST_28205,,33,Premium,Active,2017-11-23 12:00:00,jm-15250@example.com,jm-15250
JM-15250,11/23/2017,South,Charlotte,Office Supplies,3.304,ST_28205,3.304,47,Premium,Active,2017-11-23 12:00:00,jm-15250@example.com,jm-15250
PA-19060,10/15/2015,Central,Orland Park,Technology,339.96,ST_60462,339.96,51,Standard,Active,2015-10-15 12:00:00,pa-19060@example.com,pa-19060
CV-12805,12/25/2017,East,New York City,Furniture,41.96,ST_10035,41.96,18,Standard,,2017-12-25 12:00:00,cv-12805@example.com,
CL-12565,11/3/2016,Central,Urbandale,Office Supplies,75.96,ST_50322,75.96,41,Standard,Active,2016-11-03 12:00:00,cl-12565@example.com,cl-12565
CL-12565,11/3/2016,Central,Urbandale,Office Supplies,27.24,ST_50322,27.24,41,Premium,Active,2016-11-03 12:00:00,cl-12565@example.com,cl-12565
RC-19960,8/25/2014,East,Columbus,Office Supplies,40.096,ST_43229,40.096,26,Standard,Inactive,2014-08-25 12:00:00,rc-19960@example.com,rc-19960
RC-19960,8/25/2014,East,Columbus,Office Supplies,4.72,ST_43229,4.72,39,Standard,Active,2014-08-25 12:00:00,rc-19960@example.com,rc-19960
RC-19960,8/25/2014,East,Columbus,Office Supplies,23.976,ST_43229,23.976,29,Premium,Active,2014-08-25 12:00:00,rc-19960@example.com,rc-19960
RC-19960,8/25/2014,East,Columbus,Office Supplies,130.464,ST_43229,130.464,34,Standard,Active,2014-08-25 12:00:00,rc-19960@example.com,rc-19960
DK-13090,3/2/2015,West,Seattle,Furniture,787.53,ST_98103,787.53,42,Premium,Active,2015-03-02 12:00:00,dk-13090@example.com,dk-13090
GG-14650,4/5/2015,South,Bristol,Office Supplies,157.794,ST_37620,157.794,45,Premium,Active,2015-04-05 12:00:00,gg-14650@example.com,gg-14650
SC-20725,6/12/2016,East,Wilmington,Furniture,47.04,ST_19805,,32,Standard,Active,2016-06-12 12:00:00,sc-20725@example.com,sc-20725
SC-20725,6/12/2016,East,Wilmington,Office Supplies,30.84,ST_19805,30.84,47,Basic,Active,2016-06-12 12:00:00,sc-20725@example.com,sc-20725
SC-20725,6/12/2016,East,Wilmington,Office Supplies,226.56,ST_19805,226.56,44,Premium,Active,2016-06-12 12:00:00,sc-20725@example.com,sc-20725
SC-20725,6/12/2016,East,Wilmington,Office Supplies,115.02,ST_19805,115.02,39,Standard,Active,2016-06-12 12:00:00,sc-20725@example.com,sc-20725
SC-20725,6/12/2016,East,Wilmington,Technology,68.04,ST_19805,68.04,27,Premium,Active,2016-06-12 12:00:00,sc-20725@example.com,sc-20725
AD-10180,12/26/2014,Central,Houston,Furniture,600.558,ST_77041,600.558,48,Premium,Active,2014-12-26 12:00:00,ad-10180@example.com,ad-10180
PF-19165,9/20/2014,Central,Bloomington,Furniture,617.7,ST_61701,617.7,44,Standard,Active,2014-09-20 12:00:00,pf-19165@example.com,pf-19165
TS-21610,11/5/2017,West,Phoenix,Office Supplies,2.388,ST_85023,2.388,29,Standard,Inactive,2017-11-05 12:00:00,ts-21610@example.com,ts-21610
TS-21610,11/5/2017,West,Phoenix,Office Supplies,243.992,ST_85023,243.992,63,Premium,Inactive,2017-11-05 12:00:00,ts-21610@example.com,ts-21610
LS-16975,11/6/2016,West,Los Angeles,Furniture,81.424,ST_90004,81.424,48,Basic,Active,2016-11-06 12:00:00,ls-16975@example.com,ls-16975
LS-16975,11/6/2016,West,Los Angeles,Furniture,238.56,ST_90004,238.56,49,Premium,,2016-11-06 12:00:00,ls-16975@example.com,ls-16975
DW-13585,2/2/2017,East,Columbus,Technology,59.97,ST_43229,59.97,49,Basic,,2017-02-02 12:00:00,dw-13585@example.com,dw-13585
DW-13585,2/2/2017,East,Columbus,Office Supplies,78.304,ST_43229,78.304,58,Basic,Active,2017-02-02 12:00:00,dw-13585@example.com,dw-13585
DW-13585,2/2/2017,East,Columbus,Office Supplies,21.456,ST_43229,21.456,62,Standard,Active,2017-02-02 12:00:00,dw-13585@example.com,dw-13585
LC-16885,10/13/2016,West,Roseville,Office Supplies,20.04,ST_95661,20.04,52,Premium,Active,2016-10-13 12:00:00,lc-16885@example.com,lc-16885
LC-16885,10/13/2016,West,Roseville,Office Supplies,35.44,ST_95661,35.44,63,Standard,Active,2016-10-13 12:00:00,lc-16885@example.com,lc-16885
LC-16885,10/13/2016,West,Roseville,Office Supplies,11.52,ST_95661,11.52,38,Standard,Active,2016-10-13 12:00:00,lc-16885@example.com,lc-16885
LC-16885,10/13/2016,West,Roseville,Office Supplies,4.02,ST_95661,4.02,27,Basic,Active,2016-10-13 12:00:00,lc-16885@example.com,lc-16885
LC-16885,10/13/2016,West,Roseville,Office Supplies,76.176,ST_95661,76.176,33,Standard,Active,2016-10-13 12:00:00,lc-16885@example.com,lc-16885
LC-16885,10/13/2016,West,Roseville,Office Supplies,65.88,ST_95661,65.88,24,Standard,Active,2016-10-13 12:00:00,lc-16885@example.com,lc-16885
LC-16885,10/13/2016,West,Roseville,Furniture,43.12,ST_95661,43.12,21,Basic,Active,2016-10-13 12:00:00,lc-16885@example.com,lc-16885
JD-15895,9/5/2016,East,Philadelphia,Furniture,82.8,ST_19140,82.8,44,Basic,Inactive,2016-09-05 12:00:00,jd-15895@example.com,jd-15895
SH-19975,9/18/2017,West,San Francisco,Office Supplies,8.82,ST_94122,8.82,42,Standard,Active,2017-09-18 12:00:00,sh-19975@example.com,sh-19975
SH-19975,9/18/2017,West,San Francisco,Office Supplies,10.86,ST_94122,10.86,48,Basic,Active,2017-09-18 12:00:00,sh-19975@example.com,sh-19975
SH-19975,9/18/2017,West,San Francisco,Office Supplies,143.7,ST_94122,143.7,28,Standard,Active,2017-09-18 12:00:00,sh-19975@example.com,sh-19975
SG-20080,12/22/2017,Central,Independence,Office Supplies,839.43,ST_64055,839.43,37,Standard,Active,2017-12-22 12:00:00,sg-20080@example.com,sg-20080
HA-14920,9/7/2015,West,Pasadena,Office Supplies,671.93,ST_91104,671.93,53,Standard,Active,2015-09-07 12:00:00,ha-14920@example.com,ha-14920
MG-17680,10/22/2014,East,Newark,Furniture,93.888,ST_43055,93.888,34,Standard,Active,2014-10-22 12:00:00,mg-17680@example.com,mg-17680
JE-16165,12/5/2016,Central,Franklin,Technology,384.45,ST_53132,384.45,62,Standard,Active,2016-12-05 12:00:00,je-16165@example.com,je-16165
JE-16165,12/5/2016,Central,Franklin,Technology,149.97,ST_53132,149.97,28,Standard,Inactive,2016-12-05 12:00:00,je-16165@example.com,je-16165
JE-16165,12/5/2016,Central,Franklin,Furniture,1951.84,ST_53132,1951.84,47,Standard,Active,2016-12-05 12:00:00,je-16165@example.com,je-16165
JE-16165,12/5/2016,Central,Franklin,Office Supplies,171.55,ST_53132,171.55,52,Standard,Inactive,2016-12-05 12:00:00,je-16165@example.com,je-16165
TW-21025,3/13/2016,West,Scottsdale,Office Supplies,157.92,ST_85254,157.92,58,Standard,Active,2016-03-13 12:00:00,tw-21025@example.com,tw-21025
TW-21025,3/13/2016,West,Scottsdale,Technology,203.184,ST_85254,203.184,55,Standard,Active,2016-03-13 12:00:00,tw-21025@example.com,tw-21025
SP-20650,5/31/2015,West,San Jose,Office Supplies,58.38,ST_95123,58.38,39,Standard,Active,2015-05-31 12:00:00,sp-20650@example.com,sp-20650
SP-20650,5/31/2015,West,San Jose,Office Supplies,105.52,ST_95123,105.52,60,Premium,Active,2015-05-31 12:00:00,sp-20650@example.com,sp-20650
SP-20650,5/31/2015,West,San Jose,Office Supplies,80.88,ST_95123,80.88,44,Basic,Active,2015-05-31 12:00:00,sp-20650@example.com,sp-20650
NK-18490,5/28/2015,West,Seattle,Office Supplies,6.63,ST_98105,6.63,54,Basic,Active,2015-05-28 12:00:00,nk-18490@example.com,nk-18490
DB-13060,3/1/2014,West,Seattle,Furniture,457.568,ST_98115,457.568,63,Standard,Active,2014-03-01 12:00:00,db-13060@example.com,db-13060
NP-18670,11/20/2016,Central,Edmond,Office Supplies,14.62,ST_73034,14.62,52,Premium,Active,2016-11-20 12:00:00,np-18670@example.com,np-18670
NP-18670,11/20/2016,Central,Edmond,Technology,944.93,ST_73034,944.93,21,Basic,Active,2016-11-20 12:00:00,np-18670@example.com,np-18670
TT-21070,5/11/2016,West,Los Angeles,Office Supplies,5.98,ST_90045,5.98,33,Basic,Active,2016-05-11 12:00:00,tt-21070@example.com,tt-21070
EM-13960,12/28/2015,East,Philadelphia,Technology,54.384,ST_19134,54.384,33,Premium,Inactive,2015-12-28 12:00:00,em-13960@example.com,em-13960
RD-19900,11/16/2016,West,Carlsbad,Office Supplies,28.4,ST_88220,28.4,38,Premium,Active,2016-11-16 12:00:00,rd-19900@example.com,rd-19900
MJ-17740,11/7/2016,West,Seattle,Office Supplies,27.68,ST_98115,27.68,43,Standard,Active,2016-11-07 12:00:00,mj-17740@example.com,mj-17740
BM-11140,9/8/2014,Central,San Antonio,Office Supplies,9.936,ST_78207,9.936,53,Standard,Active,2014-09-08 12:00:00,bm-11140@example.com,bm-11140
BM-11140,9/8/2014,Central,San Antonio,Technology,8159.952,ST_78207,8159.952,36,Premium,Active,2014-09-08 12:00:00,bm-11140@example.com,bm-11140
BM-11140,9/8/2014,Central,San Antonio,Office Supplies,275.928,ST_78207,275.928,34,Standard,Active,2014-09-08 12:00:00,bm-11140@example.com,bm-11140
BM-11140,9/8/2014,Central,San Antonio,Furniture,1740.06,ST_78207,1740.06,62,Standard,Inactive,2014-09-08 12:00:00,bm-11140@example.com,bm-11140
BM-11140,9/8/2014,Central,San Antonio,Office Supplies,32.064,ST_78207,32.064,43,Basic,Active,2014-09-08 12:00:00,bm-11140@example.com,bm-11140
BM-11140,9/8/2014,Central,San Antonio,Office Supplies,177.98,ST_78207,177.98,39,Standard,Active,2014-09-08 12:00:00,bm-11140@example.com,bm-11140
BM-11140,9/8/2014,Central,San Antonio,Technology,143.976,ST_78207,143.976,45,Standard,Active,2014-09-08 12:00:00,bm-11140@example.com,bm-11140
CS-12130,8/5/2014,West,Los Angeles,Office Supplies,20.94,ST_90004,20.94,18,Basic,Active,2014-08-05 12:00:00,cs-12130@example.com,cs-12130
CS-12130,8/5/2014,West,Los Angeles,Office Supplies,110.96,ST_90004,110.96,61,Premium,Active,2014-08-05 12:00:00,,cs-12130
CS-12130,8/5/2014,West,Los Angeles,Furniture,340.144,ST_90004,340.144,53,Premium,Inactive,2014-08-05 12:00:00,cs-12130@example.com,cs-12130
JB-15400,9/14/2014,Central,Chicago,Office Supplies,52.448,ST_60623,52.448,60,Standard,Active,2014-09-14 12:00:00,jb-15400@example.com,jb-15400
JB-15400,9/14/2014,Central,Chicago,Office Supplies,20.16,ST_60623,20.16,54,Premium,Inactive,2014-09-14 12:00:00,jb-15400@example.com,jb-15400
